PID, BUS, Root, BusTime, QueueTime
[people-15, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-2, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-4, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-5, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-6, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-8, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-12, bus-Bus_0, BusStop_2->BusStop_4, 12, 0]
[people-13, bus-Bus_0, BusStop_2->BusStop_4, 12, 0]
[people-10, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-31, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-17, bus-Bus_1, BusStop_1->BusStop_4, 4, 8]
[people-58, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-60, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-36, bus-Bus_2, BusStop_3->BusStop_4, 4, 7]
[people-84, bus-Bus_2, BusStop_3->BusStop_4, 4, 5]
[people-30, bus-Bus_0, BusStop_3->BusStop_2, 8, 7]
[people-32, bus-Bus_0, BusStop_3->BusStop_2, 8, 7]
[people-73, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-74, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-78, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-79, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-18, bus-Bus_1, BusStop_1->BusStop_0, 8, 8]
[people-59, bus-Bus_1, BusStop_1->BusStop_0, 8, 6]
[people-9, bus-Bus_1, BusStop_4->BusStop_0, 4, 12]
[people-51, bus-Bus_1, BusStop_4->BusStop_0, 4, 10]
[people-53, bus-Bus_1, BusStop_4->BusStop_0, 4, 10]
[people-33, bus-Bus_2, BusStop_3->BusStop_2, 8, 7]
[people-54, bus-Bus_2, BusStop_3->BusStop_2, 8, 6]
[people-82, bus-Bus_2, BusStop_3->BusStop_2, 8, 5]
[people-1, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_2, 16, 0]
[people-57, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_2, 8, 6]
[people-77, bus-Bus_3, BusStop_4->BusStop_0, 4, 9]
[people-11, bus-Bus_0-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 0]
[people-29, bus-Bus_0-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 7]
[people-34, bus-Bus_2-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 7]
[people-35, bus-Bus_2-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 7]
[people-46, bus-Bus_0, BusStop_4->BusStop_3, 12, 10]
[people-49, bus-Bus_0, BusStop_4->BusStop_3, 12, 10]
[people-71, bus-Bus_0, BusStop_4->BusStop_3, 12, 9]
[people-76, bus-Bus_0, BusStop_4->BusStop_3, 12, 9]
[people-45, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-47, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-48, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-50, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-52, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-20, bus-Bus_1, BusStop_0->BusStop_1, 8, 15]
[people-3, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_3, 24, 0]
[people-7, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_3, 24, 0]
[people-19, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 8]
[people-43, bus-Bus_2, BusStop_2->BusStop_3, 8, 15]
[people-72, bus-Bus_3, BusStop_4->BusStop_1, 12, 9]
[people-75, bus-Bus_3, BusStop_4->BusStop_1, 12, 9]
[people-14, bus-Bus_0-Bus_3, BusStop_2->BusStop_4->BusStop_1, 24, 0]
[people-16, bus-Bus_0-Bus_3, BusStop_2->BusStop_4->BusStop_1, 24, 0]
[people-80, bus-Bus_2-Bus_3, BusStop_3->BusStop_4->BusStop_1, 16, 5]
[people-28, bus-Bus_3, BusStop_0->BusStop_1, 8, 15]
[people-37, bus-Bus_0, BusStop_2->BusStop_4, 12, 15]
[people-38, bus-Bus_0, BusStop_2->BusStop_4, 12, 15]
[people-61, bus-Bus_1, BusStop_1->BusStop_4, 4, 22]
[people-95, bus-Bus_1, BusStop_1->BusStop_4, 4, 21]
[people-56, bus-Bus_2, BusStop_2->BusStop_4, 12, 14]
[people-85, bus-Bus_2, BusStop_2->BusStop_4, 12, 13]
[people-25, bus-Bus_3, BusStop_0->BusStop_4, 12, 15]
[people-96, bus-Bus_3, BusStop_1->BusStop_4, 4, 21]
[people-83, bus-Bus_2-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 21]
[people-39, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 15]
[people-21, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_2, 16, 15]
[people-94, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_2, 8, 21]
[people-97, bus-Bus_3, BusStop_1->BusStop_0, 8, 21]
[people-44, bus-Bus_2-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 15]
[people-55, bus-Bus_2-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 14]
[people-87, bus-Bus_2-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 13]
[people-91, bus-Bus_0, BusStop_2->BusStop_3, 8, 29]
[people-92, bus-Bus_0, BusStop_2->BusStop_3, 8, 29]
[people-93, bus-Bus_0, BusStop_2->BusStop_3, 8, 29]
[people-81, bus-Bus_2-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 21]
[people-40, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 15]
[people-41, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 15]
[people-42, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 15]
[people-66, bus-Bus_1, BusStop_0->BusStop_1, 8, 29]
[people-67, bus-Bus_1, BusStop_0->BusStop_1, 8, 29]
[people-22, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_3, 24, 15]
[people-23, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_3, 24, 15]
[people-24, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_3, 24, 15]
[people-62, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 22]
[people-63, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 22]
[people-64, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 22]
[people-86, bus-Bus_2-Bus_3, BusStop_2->BusStop_4->BusStop_1, 24, 13]
[people-89, bus-Bus_0, BusStop_2->BusStop_4, 12, 29]
[people-90, bus-Bus_0, BusStop_2->BusStop_4, 12, 29]
[people-69, bus-Bus_1, BusStop_0->BusStop_4, 12, 29]
