PID, BUS, Root, BusTime, QueueTime
[people-19, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-4, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-5, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-8, bus-Bus_2, BusStop_4->BusStop_1, 5, 3]
[people-9, bus-Bus_2, BusStop_4->BusStop_1, 5, 3]
[people-12, bus-Bus_2, BusStop_4->BusStop_1, 5, 3]
[people-14, bus-Bus_2, BusStop_4->BusStop_1, 5, 3]
[people-37, bus-Bus_2, BusStop_4->BusStop_1, 5, 2]
[people-2, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-7, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-80, bus-Bus_3, BusStop_1->BusStop_4, 4, 6]
[people-16, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-17, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-38, bus-Bus_0, BusStop_4->BusStop_2, 4, 11]
[people-88, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-90, bus-Bus_0, BusStop_4->BusStop_2, 4, 9]
[people-25, bus-Bus_1, BusStop_1->BusStop_0, 8, 8]
[people-26, bus-Bus_1, BusStop_1->BusStop_0, 8, 8]
[people-92, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-95, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-20, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 0]
[people-13, bus-Bus_2, BusStop_4->BusStop_0, 13, 3]
[people-15, bus-Bus_2, BusStop_4->BusStop_0, 13, 3]
[people-36, bus-Bus_2, BusStop_4->BusStop_0, 13, 2]
[people-40, bus-Bus_2, BusStop_4->BusStop_0, 13, 2]
[people-42, bus-Bus_2, BusStop_4->BusStop_0, 13, 2]
[people-53, bus-Bus_2, BusStop_1->BusStop_0, 8, 7]
[people-78, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-81, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-46, bus-Bus_0-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 7]
[people-10, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-11, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-39, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-41, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-64, bus-Bus_0, BusStop_4->BusStop_3, 12, 10]
[people-49, bus-Bus_0, BusStop_2->BusStop_3, 8, 15]
[people-73, bus-Bus_0, BusStop_2->BusStop_3, 8, 14]
[people-65, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-89, bus-Bus_1, BusStop_4->BusStop_1, 12, 9]
[people-94, bus-Bus_1, BusStop_4->BusStop_1, 12, 9]
[people-21, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 0]
[people-22, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 0]
[people-18, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_1, 16, 8]
[people-43, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_1, 16, 7]
[people-44, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_1, 16, 7]
[people-45, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_1, 16, 7]
[people-34, bus-Bus_2, BusStop_0->BusStop_1, 8, 15]
[people-58, bus-Bus_2, BusStop_0->BusStop_1, 8, 14]
[people-74, bus-Bus_0, BusStop_2->BusStop_4, 12, 14]
[people-66, bus-Bus_0, BusStop_3->BusStop_4, 4, 22]
[people-29, bus-Bus_1, BusStop_0->BusStop_4, 12, 15]
[people-31, bus-Bus_1, BusStop_0->BusStop_4, 12, 15]
[people-56, bus-Bus_2, BusStop_0->BusStop_4, 12, 14]
[people-57, bus-Bus_2, BusStop_0->BusStop_4, 12, 14]
[people-61, bus-Bus_3, BusStop_0->BusStop_4, 12, 14]
[people-62, bus-Bus_3, BusStop_0->BusStop_4, 12, 14]
[people-47, bus-Bus_0, BusStop_3->BusStop_2, 8, 23]
[people-67, bus-Bus_0, BusStop_3->BusStop_2, 8, 22]
[people-68, bus-Bus_0, BusStop_3->BusStop_2, 8, 22]
[people-69, bus-Bus_0, BusStop_3->BusStop_2, 8, 22]
[people-91, bus-Bus_0, BusStop_4->BusStop_2, 4, 25]
[people-23, bus-Bus_1-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 24]
[people-50, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 15]
[people-72, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 14]
[people-70, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 22]
[people-93, bus-Bus_0, BusStop_4->BusStop_3, 12, 25]
[people-1, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 16]
[people-3, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 16]
[people-6, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 16]
[people-76, bus-Bus_0, BusStop_2->BusStop_3, 8, 30]
[people-48, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 23]
[people-75, bus-Bus_0, BusStop_2->BusStop_4, 12, 30]
[people-77, bus-Bus_0, BusStop_2->BusStop_4, 12, 30]
[people-71, bus-Bus_0, BusStop_3->BusStop_2, 8, 38]
[people-97, bus-Bus_0, BusStop_3->BusStop_2, 8, 37]
[people-98, bus-Bus_0, BusStop_3->BusStop_2, 8, 37]
[people-24, bus-Bus_1-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 40]
[people-27, bus-Bus_1-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 40]
[people-28, bus-Bus_2-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 40]
[people-51, bus-Bus_2-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 39]
[people-52, bus-Bus_2-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 39]
[people-54, bus-Bus_2-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 39]
[people-96, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 37]
[people-55, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_3, 16, 39]
[people-99, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 37]
[people-100, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 37]
[people-79, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 54]
[people-30, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 47]
[people-32, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 47]
[people-35, bus-Bus_2-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 47]
[people-59, bus-Bus_2-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 46]
[people-60, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 46]
[people-82, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_3, 16, 54]
[people-83, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_3, 16, 54]
[people-33, bus-Bus_1-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 47]
[people-63, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 46]
[people-84, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 61]
[people-86, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 61]
[people-85, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 61]
[people-87, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_3, 24, 61]
Finish Steps, 89
